id_discharge,target,formula_discharge
mp-771987,667.0531250510799,Li3MnV4O12
mp-771840,396.4742910724221,Li3V2FeO6
mp-775035,553.4040311875793,Li2NiSnO4
mp-762872,461.4738238980689,Li3Ti2Mn3O10
mp-766150,226.39126341899544,Li4Ti2Mn3O10
mp-764051,227.0472391849713,Li5Ti2Mn3O10
mp-764641,518.7116869359704,Li2CoSiO4
mp-765929,573.3897318016512,Li5Mn5(FeO6)2
mp-770539,205.40117571882436,Li5Ti2Ni5O12
mp-769826,436.5142068707496,Li5Fe3(SnO5)2
mp-767075,312.8478188890774,LiVSiO4
mp-764281,245.0975114274606,Li5Ti2Co3O10
mp-762832,283.6797428344244,Li2Mn(SO4)2
mp-773292,389.4742160809601,Li3Mn(FeO3)2
mp-764386,951.9068314270044,Li6Mn(FeO3)2
mp-762882,261.46180250692464,Li8FeNi9O20
mp-763301,523.7827994339962,Li2CoSiO4
mp-771234,254.40653995502583,Li5Mn2Ni3O10
mp-762876,144.87872097925165,Li3Cr(Si2O5)3
mp-997525,371.4977293643053,Li4Co15O28
mp-768062,794.8933196561882,Li13Co15O28
mp-773501,387.7580296715479,Li3MnV2O6
mp-769786,964.3366913638804,Li4CrO4
mp-770486,385.9516366459668,Li3Ni2SnO6
mp-782691,196.97269752541263,LiFe5(OF2)4
mp-997535,298.23085244377125,Li9Mg(Ni6O13)2
mp-769522,403.3800717860205,Li13Mg(Ni6O13)2
mp-767942,301.9815653771596,Li3Fe3CoO8
mp-771920,304.0838260804672,Li4Fe3CoO8
mp-773709,411.0059154050461,Li3Fe(NiO3)2
mp-762918,410.7412879606973,Li2Cr2CoO6
mp-766809,404.2665798690135,Li3Cr2CoO6
mp-771224,245.75391359901167,Li5Ti2Ni3O10
mp-763806,266.31437484426795,Li4(NiO2)5
mp-771921,258.33010368847795,LiNiO2
mp-766652,197.8648464844385,Li5V(CO3)4
mp-763014,408.3837830962398,Li3MnF5
mp-763025,209.00337871810893,LiCr(PO3)4
mp-764207,607.2161861456992,Li4Fe3CoO8
mp-763044,551.092052942378,Li2NiSnO4
mp-777052,403.211109645049,LiV2OF5
mp-763055,259.0075020088303,Li2Fe3Co7O20
mp-763066,509.53560641325737,Li6Fe3Co7O20
mp-765611,519.6406060688664,Li10Fe3Co7O20
mp-763089,317.68003715876,LiFeCo3O8
mp-763922,311.2277594567081,Li2FeCo3O8
mp-763079,307.8596334772616,Li3FeCo3O8
mp-763102,619.8337203494965,Li4Mn3Co3(SbO8)2
mp-763111,413.08330763283897,Li4Cr3(CoO4)3
mp-765784,405.35373104962855,Li2CrCoO4
mp-763110,404.6667441469639,Li2Fe3(CoO4)3
mp-765803,805.094042292671,Li2FeCoO4
mp-763132,187.49527982656545,LiV(CO3)2
mp-763537,266.9424731173356,LiCo2(CO3)3
mp-763157,267.363538742815,Li2Co2(CO3)3
mp-763181,319.53186554069487,LiCrCo3O8
mp-764806,653.0147773539561,Li3CrCo3O8
mp-765937,308.30020439707806,Li4CrCo3O8
mp-778300,407.95072021195057,LiV2OF5
mp-849986,207.1473637156702,LiV6O7F5
mp-771409,248.38440460416453,Li2FeBO4
mp-765302,240.96454720966744,Li5Fe2(BO4)2
mp-765262,284.4223849443362,Li3Cr(BO3)2
mp-763235,475.19262420946905,LiMnPO4F
mp-763234,231.2673562900964,Li3Mn2P2(O4F)2
mp-774141,287.8275353095969,Li4Cr2P4H3O16
mp-763239,157.16931378345987,Li4CrP2(O4F)2
mp-775471,515.6402080313827,Li3V4FeO12
mp-772233,487.5980775394653,Li4VGa3O8
mp-763280,485.8403850824533,Li2CoCO4
mp-763587,562.496112066444,Li4Ti3Mn3(SbO8)2
mp-767977,473.27599571447655,Li17Ni11O28
mp-763307,646.1635839564242,Li4Ti3Mn2Co3O16
mp-781073,446.5449353388672,Li5CoO4
mp-767299,819.6437090867022,Li3Co2CuO6
mp-769828,362.7215135288593,LiCoBO3
mp-763332,377.3702520922512,Li3MnF5
mp-764686,399.6563305626987,Li2VO2F
mp-763334,370.9933170055074,Li4Mn5Cr(PO4)6
mp-763355,394.4994035263391,Li4V5(P3O11)2
mp-763373,596.3084336396101,Li3P2WO8
mp-763370,257.10579266892825,LiP2WO8
mp-763377,181.83855844656333,LiFe(CO3)2
mp-767993,366.2707065944422,Li2Fe(CO3)2
mp-763532,178.8401183950394,LiP3(WO6)2
mp-767744,183.43446008036568,Li2Ni(CO3)2
mp-763391,346.5927279705572,Li2Co(SiO3)2
mp-763392,160.09735246944663,LiP4WO12
mp-763401,267.2590743016394,LiV(PO3)3
mp-763403,174.7072610303803,LiP4WO13
mp-763407,167.1956589986821,LiP4WO12
mp-763430,415.1127339255601,Li3MnF6
mp-763438,207.0512637976841,Li2VF6
mp-763452,172.51770382421202,LiP3W2O13
mp-763461,185.31376118016613,LiP3(WO6)2
mp-763606,363.2640142549807,Li3P3(WO6)2
mp-763462,244.7051510764905,Li2Co3(SiO4)2
mp-763463,196.16399023357948,LiP4WO12
mp-763466,184.4849973753824,LiP4WO12
mp-763539,154.215697534469,LiP3W2O13
mp-763483,263.6219337436753,LiP2WO8
mp-763485,516.641340797936,Li2CoSiO4
mp-763486,600.3885391558921,Li2Mn3OF6
mp-773417,432.9743031774413,Li4Cr3P4O15
mp-763492,208.3047275408429,Li3CoSiO5
mp-769776,492.3044353992516,Li2CoGeO4
mp-771615,584.790116858489,Li2TiVO4
mp-763512,257.99975574895257,Li2CoSiO4
mp-775390,384.2450710644907,Li2Mn2Ni(PO4)3
mp-763519,600.4727485889786,Li4Mn3Nb2Co3O16
mp-763520,459.9314300553199,LiPWO5
mp-765320,346.9211195491304,Li2Fe(CO3)2
mp-767311,380.2617832438871,Li2Ni(CO3)2
mp-780874,781.4519495617957,KLi2Mn2O4
mp-763543,171.02300255745092,LiP3W2O13
mp-766986,338.62973564537367,Li2Mn(CO3)2
mp-765954,285.3695476787226,LiP2WO8
mp-763561,276.73185540340734,Li2P2WO8
mp-763566,306.0814056860658,LiP2WO7
mp-767590,338.10909339619656,Li2V(CO3)2
mp-773195,532.8540275948143,Li2NiSn(PO4)2
mp-765116,564.1168428975017,Li2Fe2C2O7
mp-763614,159.26734945975676,LiMn(CO3)2
mp-763612,154.70566125637149,Li3Mn2(CO3)4
mp-763618,540.8470994419404,Li2Mn3SbO8
mp-771845,269.295808612531,Li3Mn3SbO8
mp-774006,267.09180941202425,Li4Mn3SbO8
mp-763620,284.2200998485803,LiCo2C2O7
mp-763664,293.684252283087,LiTiMn3O8
mp-763628,575.414705181061,Li3TiMn3O8
mp-763629,509.0287566111674,Li2FeSiO4
mp-763632,389.185728209576,Li4Ti3V3O12
mp-763993,389.5849902549385,Li2TiVO4
mp-763649,557.0717950729128,Li6NbCr3(PO4)6
mp-850494,273.0775364372598,LiFe2C2O7
mp-771223,211.54692089458212,Li5Mn3(SnO5)2
mp-775049,193.13159406598908,Li5Ti2V5O12
mp-763679,386.4441614211586,Li2Ti2VO6
mp-868760,397.16958079710975,Li3Ti2VO6
mp-767179,341.41889662272035,Li3V2(CO3)4
mp-767802,170.3921685748869,Li2V(CO3)2
mp-771402,218.61510835544124,Li5FeO4
mp-763974,319.85610354382334,Li8TiNi7O16
mp-775127,294.4256126508946,Li4Fe3O8
mp-763693,479.4581943796914,Li3Mn5O10
mp-772021,116.85912995922028,LiMnO2
mp-769852,315.4581617317264,Li3CoO3
mp-853159,297.8968233836058,Li7(CoO3)2
mp-765786,653.6090213540389,Li2CoNiO4
mp-765551,624.7970913915873,Li2MnNiO4
mp-771719,315.98270125897,Li4TiNi3O8
mp-769424,121.60183249290549,Li5Fe6(BO3)6
mp-769825,121.12701420977184,LiFeBO3
mp-763783,294.1577784049644,Li4MnF7
mp-763788,467.5648692991239,Li5Mn3(FeO5)2
mp-765204,354.47857423655825,LiMn2F7
mp-763794,335.9368948332543,Li2Mn2F7
mp-764313,193.0620052508157,KLiMnP3HO10
mp-763799,780.7804592216925,Li2Mn2FeO6
mp-778025,405.8847274481735,Li3Mn2FeO6
mp-997543,53.00723668231257,Li3FeSi2O7
mp-765167,441.5658895269768,Li13Mn17O40
mp-763820,396.8951064148063,Li3Mn5F15
mp-763833,297.8821832254082,NaLiMnPCO7
mp-851038,303.83993925830504,NaLi2MnPCO7
mp-763834,233.87122249908003,K2LiMnPCO7
mp-763836,282.21281553525324,Li3MnP2HO8
mp-763842,257.1019257405503,Na3LiMnBPO7
mp-764368,585.4690308971701,Li2Mn3OF6
mp-764788,490.4363095186316,LiMn2OF3
mp-773387,624.7473283387487,Li4Fe5Co3O16
mp-764981,726.0351229398954,Li4Mn3OF8
mp-763876,253.93424803827037,Li2MnSiO4
mp-763906,593.8902279755833,Li2VCrO4
mp-764149,281.7531524631978,Li5V2Cr2O8
mp-763907,236.7315546947291,Li5Mn3Cr2O10
mp-853144,305.62954516831405,Li3Cr3FeO8
mp-778769,208.06008988234197,LiV6O7F5
mp-777081,210.83202934507383,LiV4O5F7
mp-763955,291.9944061072246,Li4MnV3O8
mp-770175,624.3619627040516,Li2Mn3FeO8
mp-776619,573.3782862695443,Li2TiV3O8
mp-767168,278.30252880322246,Li3TiV3O8
mp-763961,528.8427470198883,Li5TiV3O8
mp-763964,344.6005229073547,Li6Co3Ni5O16
mp-777966,428.77155822712274,LiV2(OF)3
mp-778298,651.0545287767187,Li3V4O7F5
mp-763980,322.7023555479219,Li6Mn5Ni3O16
mp-763988,569.4132108088572,Li4NbTe2WO12
mp-770960,580.6517388100755,Li3TiV3O8
mp-764006,305.1104257311312,Li3TiFe3O8
mp-850443,410.6560835238062,LiV2OF5
mp-769860,683.9671478081,Li2Co3NiO8
mp-764017,349.1859338763936,Li3Co3NiO8
mp-777719,214.10638766933053,LiV4O5F7
mp-764043,317.853981153516,Li3Mn3NiO8
mp-771441,606.3522491561035,NaLi2MnPCO7
mp-777196,202.9398011223305,LiV4OF11
mp-764096,869.241979054733,Li10V3Cr5O16
mp-765375,645.2274801401742,Li3V4O7F5
mp-779825,425.2339155094857,LiV2(OF)3
mp-773375,577.5262484969171,Li2V3O7
mp-764174,184.59453149408728,Na2V2(PO4)3
mp-764131,175.32544818498212,Na3V2(PO4)3
mp-764133,326.2943680002785,Li3FeNi3O8
mp-765057,597.6296060486902,Li5FeNi3O8
mp-764134,347.5580908344818,Li6Co5Ni3O16
mp-853273,406.68453387511846,LiV2OF5
mp-764753,489.69676389926457,Li4VO3F2
mp-775608,634.0276050119314,Li2MnCr3O8
mp-765322,859.968449901696,Li5MnCr3O8
mp-764188,231.2926567667253,NaV5O10
mp-764204,302.6713060206327,LiV2OF7
mp-764195,578.8770525276942,Li3V2OF7
mp-765046,282.7678404377559,Li4V2OF7
mp-764199,600.6538727562756,LiVOF3
mp-765528,591.3719479937891,Li2VOF3
mp-765397,277.18308448431924,Li3V3O3F5
mp-765664,69.22351220452215,Na5V12O32
mp-764210,303.13335835913136,Li7VO5F
mp-764761,499.31953512753466,Li2VOF4
mp-764908,612.1416714027766,Li3VO3F
mp-765837,334.56810722435165,Li8VO5F
mp-764217,388.24766760966537,Li5VO4F
mp-765547,610.538360675385,Li3V(OF)2
mp-764220,407.0500597854341,LiV2OF5
mp-765272,394.1967224364704,Li2V2OF5
mp-766908,813.1048692613017,Li5VO3F2
mp-764841,741.7067117695233,LiVO2F
mp-764237,598.4371987349034,LiVOF3
mp-765696,223.2516431966728,Na4(NiO2)5
mp-764682,491.7378601260063,LiVOF3
mp-764256,263.218355792839,KLiMnPCO7
mp-764310,253.3107392216631,KLi2MnPCO7
mp-764260,488.38299355999766,Na9Mn21O40
mp-764271,436.2706240195447,Na3Ni2O5
mp-764272,589.6326291782583,Li2V(OF)2
mp-764273,281.3522029461235,Na2LiMnPCO7
mp-771681,603.6042871259066,LiVOF3
mp-764279,297.2270937301776,Li3MnV3O8
mp-764361,603.0631894935038,LiMnF4
mp-764787,694.4490662508617,LiVOF3
mp-769879,579.1951598379057,LiVOF3
mp-764288,428.0677656760511,Li3MnF6
mp-863884,429.6384597582983,LiV2OF5
mp-767205,474.13375829641245,Li3Mn2F9
mp-764311,877.8916336339304,Li5Cr3NiO8
mp-764317,433.5749026012447,LiMn2F5
mp-765791,598.1503094359861,Li2V3(OF)4
mp-770607,350.77478076221416,Li3VSi4(HO6)2
mp-764332,264.4685697382938,LiMn5O5F
mp-868491,325.46777065406053,LiV3(OF3)2
mp-765863,215.93010582220825,LiV6O7F5
mp-765853,452.95059981976095,LiV2O2F3
mp-765048,441.2474749134976,LiV2OF5
mp-861668,423.0557611781121,LiV2OF5
mp-775672,470.1706096302343,Li6Co3Sb(PO4)6
mp-764381,323.49229909436923,Li4CuNi3O8
mp-764394,540.8192233213935,Li3Mn5OF11
mp-764395,548.3406854810902,Li4Mn3Cr2Sb3O16
mp-766739,573.0301579022174,Li2VOF3
mp-764400,859.6967993514247,Li8FeCo3O8
mp-764670,579.1184620417024,Li2MnFe(PO4)2
mp-764639,578.3175101253526,Li2MnFe(PO4)2
mp-764403,168.65031353466543,LiMn7(OF3)3
mp-764804,586.3288707792301,Li3MnFeCo(PO4)3
mp-764413,136.7244545733528,Na5V36O88
mp-774432,357.6729706377022,K2Li3NiO4
mp-764431,501.40621014604017,LiMn2F5
mp-766859,319.8972551641968,LiV3(OF3)2
mp-764434,314.1919776827619,Li2VF6
mp-764438,399.7783454607125,Li4CrNi5(PO4)6
mp-776910,355.42661958222817,Li3V3(CoO6)2
mp-766658,441.65613542933096,LiV2OF5
mp-766857,302.9511885633498,LiMn2F7
mp-764551,829.0424656025976,Li4Fe3(OF3)2
mp-764854,91.11635113419604,Li5Fe8(BO3)8
mp-765780,426.6679606294285,LiV2OF5
mp-782697,433.28857833667536,Li3(FeO3)2
mp-764638,415.69839659682674,Li2FeO3
mp-767161,301.9796755728845,Li4MnF7
mp-764669,648.2937917238614,Li4V3CoO10
mp-765836,605.7307115087873,Li3V(OF)2
mp-764694,420.7331961732481,LiVF5
mp-764697,346.1845602014201,Li3VOF5
mp-764710,613.3180028601023,Li3VO3F
mp-771919,301.102317772102,LiFeO2
mp-764724,420.4088792651392,Li4VO3F2
mp-776708,212.9514932761396,LiV4O5F7
mp-766802,300.07747007942453,Li5MnF8
mp-764758,297.30933713664064,Li6MnF8
mp-769791,270.68538627556404,Li4CoO3
mp-764776,345.52181536548164,LiV3O5F3
mp-764794,357.5432915605923,Li2Mn2F7
mp-779822,609.6976820794337,Li3V4(OF3)3
mp-764889,731.9566410345199,Li9Fe5O12
mp-765002,305.4577381261588,Li7FeO5F
mp-777221,296.1109875994755,Li8FeO5F
mp-767307,569.8027789380169,Li4Mn3Cr(PO4)4
mp-768022,303.6679979049666,LiTi4VO8
mp-768018,302.6895214075819,Li2Ti4VO8
mp-764914,299.646707981219,Li3Ti4VO8
mp-764917,614.4910112919471,Li3VO3F
mp-765530,563.5720306078646,Li2VF4
mp-774096,331.2793573849074,Li2FeO2
mp-764942,202.83816165842927,Li5Mn2Co5O12
mp-765895,421.6251993194062,LiVF5
mp-765862,325.97755217633687,Li8Ni(O2F)2
mp-765321,449.1031019418594,Li2VF5
mp-861532,419.6064997589942,Li3VF5
mp-764960,190.33119247837644,LiCr(CO3)2
mp-767104,332.9712622997321,Li2Cr(CO3)2
mp-766910,428.4306915692526,Li2VF6
mp-764965,422.2842761019118,Li3VF6
mp-777934,586.6874416248818,Li3FeOF3
mp-765000,843.1823082854281,Li5MnCr3O8
mp-765001,564.7601200707575,Li2Mn3TeO8
mp-765157,776.0754964379104,LiVF3
mp-765024,438.5131783181088,LiVF5
mp-771517,635.582837479007,Li4Mn3Cr5O16
mp-765030,859.3107524650737,Li10Mn3Cr5O16
mp-772481,622.3128089362665,Li4Mn5Fe3O16
mp-765033,845.7480998622385,Li10Mn5Fe3O16
mp-767188,506.1949646109026,LiMn2OF3
mp-774077,340.28334905906456,Li7FeO5F
mp-780153,328.2578307559156,Li8FeO5F
mp-767007,245.06540746033028,Li2VCrP2(HO5)2
mp-767626,232.1585469372773,Li3VCrP2(HO5)2
mp-868574,251.71072217833904,LiVCrP2(O4F)2
mp-767024,246.18317818546137,Li2VCrP2(O4F)2
mp-766992,234.56152894043825,Li3VCrP2(O4F)2
mp-767608,170.2119630005993,LiVCr(P2O7)2
mp-767163,166.94252039686552,Li2VCr(P2O7)2
mp-765133,160.10791410208654,Li3VCr(P2O7)2
mp-765176,579.4586820915418,LiVF4
mp-765541,535.2042502423878,Li2VF4
mp-765208,547.9310393702341,LiVF4
mp-765363,503.519717219724,Li2VF4
mp-765367,513.4866358382163,LiVF4
mp-765329,497.75556373973416,LiVF5
mp-766914,308.27874994562666,LiV2F7
mp-765765,316.00875044943893,Li2V2F7
mp-765230,589.6045117940794,LiVOF3
mp-765263,458.5185665751055,LiVF5
mp-765267,266.6512188398167,Li3Fe(BO3)2
mp-765278,853.3080080692934,Li5Cr3FeO8
mp-765295,156.4809832808234,LiV6F13
mp-765333,570.1386626110801,Li5Mn3O5F3
mp-765380,177.83605913684212,LiV5F11
mp-765356,353.7856677190871,Li2VF6
mp-765364,846.1774104254993,Li10Mn2V3Cr3O16
mp-765418,570.7693352680459,Li4V2P4H3O16
mp-765421,651.2654757365143,Li8VCo3(PO4)6
mp-765435,92.11361288498752,Li7CrFe3(PO4)6
mp-765441,235.5748027144222,LiMn5O3F5
mp-765445,568.0794899327938,Li2VF4
mp-765447,229.22461433766077,Li5V5O9F
mp-765448,519.3510714791047,LiCoPO4
mp-765461,374.850085337259,Li4Mn5Co(PO4)6
mp-765462,376.42208274826936,LiFe3OF5
mp-765495,294.27403521001423,Li4CrFe3O8
mp-766862,465.02992559800055,Li2VF6
mp-780020,298.1536245489048,Li3Cr3FeO8
mp-765502,308.21269582785044,Li4Cr3FeO8
mp-765867,403.220750103361,LiV3(O2F)2
mp-765532,418.0635921918253,LiV3O5F
mp-765533,384.36011597294765,NaV3O6
mp-765570,299.3886378556336,Li2Mn(PO4)2
mp-765614,573.0766237225632,NaNi3O4
mp-778316,601.5294915640288,Li4VTe(WO6)2
mp-765619,371.2966732195732,Li6NbFe5O12
mp-765834,212.35906703133108,Li6V2OF11
mp-765649,223.2681760101867,Li11Ti12(NiO8)4
mp-775642,520.085587821885,Li3Mn2V3O12
mp-765660,168.79379907371754,Li4Mn2V3O12
mp-779806,482.9114493380103,Li5V6O5F19
mp-765678,303.7861986726554,Li3TiV3O8
mp-849964,583.2091511362297,Li2V3CrO8
mp-765682,282.09836475194544,Li3V3CrO8
mp-777658,610.2915579099084,Li3V4(OF3)3
mp-779194,495.0225088334921,Li5V6O5F19
mp-765701,292.70308968842767,Li4V3FeO8
mp-777088,411.7395868999027,LiV2OF5
mp-765710,388.2884211108034,Li4Fe5Ni(PO4)6
mp-765717,862.8709824085125,Li5VCr3O8
mp-765736,390.0440741113584,NaNi5O6
mp-765743,598.1873169759049,Li2CrFeO4
mp-765757,429.9854926902031,Li4MnOF4
mp-765758,310.34722749043897,Li3MnFe3O8
mp-767810,198.89574233376985,ZnCr3(SO4)6
mp-853171,197.60143564359817,LiV3OF11
mp-774004,460.1523714227419,Li4V2SiGeO10
mp-850149,531.6098564521977,LiVF5
mp-765798,423.7891978148505,Li2CoNiO4
mp-767273,210.28797498806875,Li2Mn3F10
mp-765810,592.4215473184108,Li3Nb4VO12
mp-765811,581.155988578987,Li4Ni3Sn(PO4)4
mp-767800,315.5969163650089,Li2Mn(PO4)2
mp-765816,306.8581113573598,Li3Mn(PO4)2
mp-775180,611.0831406711674,Li2Co3WO8
mp-765854,153.8762627058811,Li3V2F12
mp-768051,982.4310603483304,Li3TiCo3O8
mp-770897,316.22848141501856,Li4TiCo3O8
mp-765882,262.9555572138158,LiNi(PO3)3
mp-765883,498.5491491663364,LiCrPHO5
mp-773544,537.222314260513,LiCoSbO4
mp-766941,289.4119211434421,Li4VF8
mp-765896,237.49061714445264,LiV3F10
mp-765898,303.13845213778853,Li3TiMn3O8
mp-773984,441.7657640772919,Li3Ti6Co3O16
mp-777145,613.2682461412044,Li3V4(OF3)3
mp-767246,231.12323328532491,Li2Mn7F18
mp-767647,643.1625109772681,LiVF4
mp-766853,346.5078505166982,LiMn2F7
mp-765930,578.3679417063914,Li4SbTe2WO12
mp-765945,476.0514050389247,Li2Mn4OF8
mp-767349,478.4374727994832,LiVF5
mp-765971,393.605346272871,Li5Mn5(CoO6)2
mp-767093,253.15968868906177,LiFe2(PO4)2
mp-766766,249.688837474642,LiFePO4
mp-766028,50.1636330534828,K4Li5Ti8(PO5)8
mp-766109,228.5712453681209,Li11V12(CoO8)4
mp-779999,579.5343969169804,Li4V(TeO4)3
mp-767939,293.12252910992174,Li2V2F7
mp-778629,202.4426472018022,LiV4OF11
mp-774516,396.4852475136212,Li8Mg3Cu9(SiO3)16
mp-780771,202.88845384604272,LiV4OF11
mp-766678,154.11380797314553,Li3Cr(Si2O5)3
mp-766712,680.5085434679266,Li2CrCo3O8
mp-775303,141.6130971815218,Li2Fe(Si2O5)3
mp-766714,143.194548913036,Li3Fe(Si2O5)3
mp-766728,413.4786916198136,LiV(SiO3)2
mp-766730,528.1003730367268,Li3Cr3(CoO6)2
mp-766737,622.5537702991892,LiVF4
mp-772699,746.8953896181606,Li4Mn5FeO12
mp-766742,365.1093363803525,Li6Mn5FeO12
mp-766750,590.3362999622493,Li2MnCu(PO4)2
mp-766795,745.03252614979,LiCoBO3
mp-766777,498.01661859117695,LiFePO4
mp-778591,781.2073343818662,LiMnF3
mp-766797,912.9784365552327,Li3Mn2(CoO4)2
mp-766846,525.710911406906,Li2CoSn(PO4)2
mp-766850,632.0802877182911,Li4Mn3V2Co3O16
mp-766866,903.8766003411332,Li4Mn5O9F
mp-767106,225.7768885664428,Li5Mn5O9F
mp-775229,510.4113181647065,Li3MnV4O12
mp-769854,513.3151469572124,Li2VSn(PO4)2
mp-779868,913.5243796364358,Li10Fe3Co2Ni3O16
mp-767067,275.70409089405786,LiMn5O7F
mp-861178,658.4777220308423,Li4VF6
mp-773078,159.76137033164073,Li7Ca8Nb12O40
mp-767040,601.6518733462209,Li4MnCu3(PO4)4
mp-767049,313.857227625648,LiVSiO4
mp-767985,343.4826810051988,Li2NiP2O7
mp-767057,236.95474207445324,SrLiLa3MnO8
mp-861470,245.1318200842456,LiMnPO4
mp-861632,239.2406009139408,LiMnPO4
mp-767084,323.6521643155191,LiMn3(OF3)2
mp-774086,751.0076880455464,Li2Mn2FeO6
mp-767131,565.2682704692979,LiMn2O3F
mp-767132,531.5986752930952,Li4Mn3Co2Te3O16
mp-767137,115.0562809890644,Li3Sb17S27
mp-775059,759.4757428344848,Li2Mn2CrO6
mp-767309,495.5438335459653,LiMn2OF3
mp-779954,567.1067801057602,Li3MnOF3
mp-780086,310.1597228835822,Li8Mn(O2F)2
mp-768006,800.4934286075569,Li4Mn3(OF3)2
mp-767196,543.9613805812958,Li3Mn5OF11
mp-767189,274.375120617142,Li2Mn7F16
mp-769880,592.9602484532314,LiVOF3
mp-767198,611.7626162754382,Li4CrNi3(PO4)4
mp-861484,238.6910014950994,LiMnPO4
mp-863896,623.8471776142436,Li3Mn(PO4)2
mp-767241,537.8855370450331,Li4Mn3Sb(PO4)4
mp-767249,600.6134101115308,Li4MnCo3(PO4)4
mp-780138,233.90261613679672,Li3V2(SiO5)2
mp-767251,234.17104316888197,Li2VSiO5
mp-767260,617.6344933320239,Li4MnNi3(PO4)4
mp-767267,581.6784012130822,Li2MnVO4
mp-775458,55.322188579303536,LiV18O44
mp-773728,221.6434633707896,Li5V18O44
mp-767275,651.7146714571335,Li2CoCuO4
mp-767296,570.969802231916,Li4TiMn3(PO4)4
mp-767327,539.8945794619189,Li4Mn3Sn(PO4)4
mp-859137,606.0323022381207,Li2Mn2Si2O7
mp-868281,296.2448345711438,Li2Cr5(Si2O7)2
mp-849516,195.1057251032757,Li4Mn5(CuO6)2
mp-767384,95.53975472149376,Ba2LiTi11O24
mp-767453,582.6819999824895,Li4MnFe3(PO4)4
mp-767459,182.4070013650673,LiV3Fe2CuO12
mp-774013,91.39197675826247,Li3V6Fe4(CuO12)2
mp-767460,460.97699273222327,Li4V2SiGeO10
mp-767478,583.8056815203441,Li4MnFe3(PO4)4
mp-777072,426.1556878065661,LiVPO5
mp-775936,271.36684824997576,Na3LiCuPCO7
mp-776432,290.91239194879347,Na2LiCuPCO7
mp-767547,99.88713378781608,LiCr3Ni(SO4)6
mp-772687,96.98992621903358,Li2Cr3Ni(SO4)6
mp-767564,66.74133280299549,Na5LiFe6(SiO3)12
mp-767570,574.2401729476331,Li4Mn3Fe(PO4)4
mp-863868,500.4216265367507,Li2VF5
mp-767799,249.96978309867865,LiLa2Ti2CrO9
mp-767606,252.0700437249352,Na2NdPCO7
mp-861482,241.5805700822796,LiMnPO4
mp-768114,235.49606946433107,Li6Ti9O20
mp-767969,180.78992670479315,SrLi4La15(CoO8)4
mp-767648,259.3007839092357,Li2SiNiO4
mp-767653,348.59962856248177,LiNi6O7
mp-767658,535.4466179670176,Li4Mn2Co3Te3O16
mp-767682,190.4820288337405,Li4Fe3(BO3)4
mp-767724,187.4149703982415,Li5Fe3(BO3)4
mp-767680,635.9050205433521,Li4Mn3Fe3(CoO8)2
mp-777713,874.4356004418329,Li10Ti2Mn3Ni3O16
mp-767739,618.1854480708644,Li4FeNi3(PO4)4
mp-778147,111.96122912436252,Na5Bi2P(CO4)4
mp-778497,113.85011005558144,Na6Bi2P(CO4)4
mp-774319,878.9739594681521,Li10Ti2Fe3Ni3O16
mp-767794,330.5056443175826,LiVSiO4
mp-850924,756.1251971226576,K8Li9Cr4O16
mp-767808,255.88061692908323,K2Li3CrO4
mp-774007,95.40544115907412,Li2ZnCr3(SO4)6
mp-861609,335.26809186319224,Li2Mn4Si4O13
mp-767906,289.4433566199532,LiMn2(PO4)2
mp-861062,278.49201684586257,LiMnPO4
mp-767915,263.56593598452014,Li2SiNiO4
mp-853186,276.9008330189744,Li35(FeO4)8
mp-767933,218.1052971947903,Li3Nb2Fe3O10
mp-773236,221.26239999119585,Li5Nb2Fe3O10
mp-767964,341.55770614514967,Li2Fe(SiO3)2
mp-770144,144.3228949518545,Na5LiFe2P2(CO7)2
mp-767974,240.7083576136565,LiLa4CoO8
mp-767978,361.4006894883092,Li3La7(FeO8)2
mp-849394,251.7847286010236,Li2MnSiO4
mp-768023,295.81909168299165,LiV3Zn2O8
mp-768029,461.82619323593343,LiFe(CO3)2
mp-769558,447.62748005182624,LiMn(CO3)2
mp-768046,609.7345975368437,LiVCoO4
mp-773681,287.13832608666854,Na2LiMnPCO7
mp-768144,254.25929496658333,Na2SbPCO7
mp-768140,254.83430157519464,Na2BiPCO7
mp-768125,528.8526161648281,Na3GePCO7
mp-776697,109.19420554045472,Na5Bi2As(CO4)4
mp-769265,112.7941754318302,Na6Bi2As(CO4)4
mp-779515,221.60209534859857,Na4Bi2C4SO16
mp-769413,230.47179884022023,Na6Bi2C4SO16
mp-769261,228.80174632144764,Na6Sn2C4SO16
mp-768820,330.9395878881013,Li3Bi(BO3)2
mp-777356,309.75513811772464,Li2Bi2(SO4)3
mp-769636,377.55582857515896,Li2Cu2(SO4)3
mp-768582,246.9974950885561,Na3BiBPO7
mp-768663,249.17382325721437,Na3SiBiCO7
mp-768678,163.71131036732922,LiSn2(SO4)3
mp-768755,296.8892709116073,Li2Sn2(SO4)3
mp-768785,157.28318849262695,LiSn2(SO4)3
mp-769069,278.0913096974812,Na2Li4Ti3Al(PO4)6
mp-769153,609.5252414869086,Li2SbSO4F3
mp-769373,115.97701073826568,Na6Sn2P(CO4)4
mp-769435,367.489728765026,Li13Ni15O28
mp-769439,58.947582174293096,Li5Mn6(BO3)6
mp-773523,144.557798181635,Na5LiFe2P2(CO7)2
